23,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@ara1999m-words#@ara1999m#98.292#98.624
24,конечно,конечно,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#98.624#98.956
25,/,/,PUNCT,_,_,_,_,_,@ara1999m-words#@ara1999m#98.956#99.288
26,даа,да,INTJ,_,_,_,_,_,@ara1999m-words#@ara1999m#99.288#99.62
27,фуфел,фуфел,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#100.64#101.41
28,чё,что,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#101.87#102.192
29,тут,тут,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#102.192#102.514
30,можно,можно,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#102.514#102.836
31,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#102.836#103.16
32,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#105.16#105.427
33,на,на,ADP,_,_,_,_,_,@ara1999m-words#@ara1999m#105.427#105.694
34,/,/,PUNCT,_,_,_,_,_,@ara1999m-words#@ara1999m#105.694#105.961
35,хм,хм,INTJ,_,_,_,_,_,@ara1999m-words#@ara1999m#105.961#106.228
36,чё,что,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#106.228#106.495
37,те,тебе,PRON,_,Case=Dat|Number=Sing|Person=2,_,_,_,@ara1999m-words#@ara1999m#106.495#106.762
38,можно,можно,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#106.762#107.029
39,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#107.029#107.296
40,/,/,PUNCT,_,_,_,_,_,@ara1999m-words#@ara1999m#107.296#107.563
41,крой,крыть,VERB,_,Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#107.563#107.83
42,всё,всё,CCONJ,_,_,_,_,@ara1999m-words#@ara1999m#109.67#109.963,
43,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@ara1999m-words#@ara1999m#109.963#110.256
44,взял,брать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#110.256#110.549
45,походу,походу,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#110.549#110.842
46,три,три,NUM,_,Animacy=Inan|Case=Acc,_,_,_,@ara1999m-words#@ara1999m#110.842#111.135
47,взятки,взятка,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#111.135#111.43
48,а,а,CCONJ,_,_,_,_,_,@ara1999m-words#@ara1999m#111.86#112.086
49,у,у,ADP,_,_,_,_,_,@ara1999m-words#@ara1999m#112.086#112.312
50,него,он,PRON,_,Case=Gen|Gender=Masc|Number=Sing|Person=3,_,_,_,@ara1999m-words#@ara1999m#112.312#112.538
51,нет,нет,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#112.538#112.764
52,ниче,ничего,PRON,_,Case=Gen,_,_,_,@ara1999m-words#@ara1999m#112.764#112.99
53,а,а,CCONJ,_,_,_,_,_,@ara1999m-words#@ara1999m#114.23#114.594
54,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#114.594#114.958
55,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@ara1999m-words#@ara1999m#114.958#115.322
56,можешь,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#115.322#115.686
57,козырной,козырный,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#115.686#116.05
58,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#116.45#116.77
59,или,или,CCONJ,_,_,_,_,_,@ara1999m-words#@ara1999m#116.77#117.09
60,там,там,INTJ,_,_,_,_,_,@ara1999m-words#@ara1999m#117.09#117.41
61,чем-нибудь,что-нибудь,PRON,_,Case=Ins,_,_,_,@ara1999m-words#@ara1999m#117.41#117.73
62,чем,что,PRON,_,Case=Ins,_,_,_,@ara1999m-words#@ara1999m#117.73#118.105
63,хочешь,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#118.105#118.48
64,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#118.92#119.195
65,чем,что,PRON,_,Case=Ins,_,_,_,@ara1999m-words#@ara1999m#119.195#119.47
66,хочешь,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#119.47#119.745
67,крой,крыть,VERB,_,Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#119.745#120.02
68,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#120.87#121.233
69,всё,весь,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#121.233#121.596
70,бери,брать,VERB,_,Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#121.596#121.96
71,берешь,брать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#122.51#122.915
72,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@ara1999m-words#@ara1999m#122.915#123.32
73,у,у,ADP,_,_,_,_,_,@ara1999m-words#@ara1999m#123.38#123.624
74,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,_,_,_,@ara1999m-words#@ara1999m#123.624#123.868
75,скоко,сколько,NUM,_,_,_,_,_,@ara1999m-words#@ara1999m#123.868#124.112
76,две,два,NUM,_,Case=Nom|Gender=Fem,_,_,_,@ara1999m-words#@ara1999m#124.112#124.356
77,уже,уже,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#124.356#124.6
78,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#125.67#125.963
79,всё,все,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#125.963#126.256
80,играй,играть,VERB,_,Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#126.256#126.55
81,ну,ну,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#127.4#127.746
82,королём,король,NOUN,_,Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#127.746#128.092
83,ходи,ходить,VERB,_,Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#128.092#128.44
84,да,да,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#128.56#128.867
85,нет,нет,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#128.867#129.174
86,не,не,PART,_,_,_,_,_,@ara1999m-words#@ara1999m#129.174#129.481
87,надо,надо,ADV,_,Degree=Pos,_,_,_,@ara1999m-words#@ara1999m#129.481#129.79
88,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@ara1999m-words#@ara1999m#131.62#132.09
89,бубновый,бубновый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@ara1999m-words#@ara1999m#133.17#134.05
90,бляять,блять,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#88.99#90.3
91,а,а,INTJ,_,_,_,_,_,@mnm1999m-words#@mnm1999m#93.83#94.03
92,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@mnm1999m-words#@mnm1999m#94.03#94.23
93,заа,за,INTJ,_,_,_,_,_,@mnm1999m-words#@mnm1999m#94.23#94.43
94,аааа,а,INTJ,_,_,_,_,_,@mnm1999m-words#@mnm1999m#94.435#95.275
95,ну,ну,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#95.76#96.03
96,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@mnm1999m-words#@mnm1999m#96.03#96.3
97,помнишь,помнить,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@mnm1999m-words#@mnm1999m#96.3#96.57
98,да,да,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#96.57#96.84
99,как,как,SCONJ,_,_,_,_,_,@mnm1999m-words#@mnm1999m#96.84#97.11
100,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@mnm1999m-words#@mnm1999m#97.11#97.38
101,договорились,договориться,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@mnm1999m-words#@mnm1999m#97.38#97.65
102,мда,мда,INTJ,_,_,_,_,_,@mnm1999m-words#@mnm1999m#112.9#113.12
103,/,/,PUNCT,_,_,_,_,_,@mnm1999m-words#@mnm1999m#113.12#113.34
104,нет,нет,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#113.34#113.56
105,ну,ну,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#113.56#113.78
106,козырной,козырный,ADJ,_,Case=Gen|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@mnm1999m-words#@mnm1999m#115.42#116.28
107,беру-то,брать-то,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@mnm1999m-words#@mnm1999m#121.8#122.14
108,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@mnm1999m-words#@mnm1999m#122.14#122.48
109,да,да,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#122.48#122.82
110,две,два,NUM,_,Case=Nom|Gender=Fem,_,_,_,@mnm1999m-words#@mnm1999m#125.16#125.66
111,так,так,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#126.73#127.47
112,а,а,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#130.11#130.316
113,у,у,ADP,_,_,_,_,_,@mnm1999m-words#@mnm1999m#130.316#130.522
114,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,_,_,_,@mnm1999m-words#@mnm1999m#130.522#130.728
115,туз-то,туз-то,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@mnm1999m-words#@mnm1999m#130.728#130.934
116,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@mnm1999m-words#@mnm1999m#130.934#131.14
117,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@mnm1999m-words#@mnm1999m#131.14#131.346
118,чет,чет,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#131.346#131.552
119,забыл,забыть,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@mnm1999m-words#@mnm1999m#131.552#131.76
120,бубновый,бубновый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@mnm1999m-words#@mnm1999m#132.71#133.15
121,да,да,PART,_,_,_,_,_,@mnm1999m-words#@mnm1999m#133.15#133.59
