34	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#10.006#10.327
35	произведу	производить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#10.327#10.648
36	приезжает	приезжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#10.648#10.969
37	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#10.969#11.29
38	Москву	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#11.29#11.611
39	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#11.611#11.932
40	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#11.932#12.253
41	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#12.253#12.574
42	производить	производить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#12.574#12.895
43	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#12.895#13.226
44	через	через	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#17.239#17.525
45	два	два	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@sag1984m-words#@sag1984m#14.093#14.379
46	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@sag1984m-words#@sag1984m#14.093#14.379
47	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#14.379#14.665
48	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@sag1984m-words#@sag1984m#14.665#14.951
49	разворачивается	разворачиваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#14.951#15.237
50	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#15.237#15.523
51	уезжает	уезжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#15.523#15.809
52	обратно	обратно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#15.809#16.095
53	потому	потому	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#16.095#16.381
54	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#16.381#16.667
55	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#16.667#16.953
56	э	э	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#16.953#17.239
57	к	к	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#17.239#17.525
58	нему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@sag1984m-words#@sag1984m#17.525#17.811
59	видимо	видимо	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#17.811#18.097
60	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#18.097#18.383
61	осознание	осознание	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#18.383#18.669
62	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#18.669#18.955
63	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#18.955#19.241
64	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#19.241#19.527
65	колбаса	колбаса	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#19.527#19.813
66	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
67	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
68	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#20.914#21.206
69	любом	любой	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#21.206#21.498
70	кино	кино	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#21.498#21.79
71	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#21.79#22.082
72	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#22.082#22.374
73	любом	любой	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#22.374#22.666
74	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#22.666#22.958
75	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#22.958#23.25
76	элемент	элемент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#23.25#23.542
77	искусства	искусство	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#23.542#23.834
78	магии	магия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#23.834#24.126
79	как	как	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#24.126#24.418
80	ни	ни	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#24.418#24.71
81	крути	крутить	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#24.71#25.002
82	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
83	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
84	понятно	понятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#25.586#25.878
85	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#25.878#26.17
86	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#26.17#26.462
87	вымышленные	вымышленный	ADJ	_	Degree=Pos|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#26.462#26.754
88	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#26.754#27.046
89	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=EMPTY|Person=EMPTY|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@sag1984m-words#@sag1984m#27.046#27.338
90	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@sag1984m-words#@sag1984m#27.338#27.63
91	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#27.63#27.922
92	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#27.922#28.214
93	аа	а	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#28.214#28.506
94	стереотипы	стереотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#28.506#28.798
95	но	но	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#28.798#29.09
96	магия	магия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#29.09#29.382
97	присутствует	присутствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#29.382#29.674
98	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#29.674#29.966
99	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#29.966#30.258
100	представь	представить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Tense=Fut|VerbForm=Fin|Voice=Pass	_	_	_	@sag1984m-words#@sag1984m#30.258#30.55
101	себе	себя	PRON	_	Case=Dat	_	_	_	@sag1984m-words#@sag1984m#30.55#30.842
102	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#30.842#31.134
103	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#31.134#31.426
104	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#31.426#31.718
105	черном	черный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#31.718#32.01
106	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#32.01#32.302
107	выходили	выходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#32.302#32.594
108	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#32.594#32.886
109	дети	ребенок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#32.886#33.178
110	пришли	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#33.178#33.47
111	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#33.47#33.762
112	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#33.762#34.054
113	продюсер	продюсер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#34.054#34.346
114	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#34.346#34.638
115	неважно	неважно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#34.638#34.93
116	мой	мой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#34.93#35.222
117	инвестор	инвестор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#35.222#35.514
118	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@sag1984m-words#@sag1984m#35.514#35.806
119	прихожу	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#35.806#36.098
120	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@sag1984m-words#@sag1984m#36.098#36.39
121	те	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#36.39#36.682
122	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#36.682#36.974
123	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#36.974#37.266
124	на	на	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#37.266#37.558
125	бумаге	бумага	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#37.558#37.85
126	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#37.85#38.142
127	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#38.142#38.434
128	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#38.434#38.726
129	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#38.726#39.018
130	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#39.018#39.31
131	черном	черный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#39.31#39.602
132	перезапускаем	перезапускать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#39.602#39.894
133	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#39.894#40.186
134	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#40.186#40.478
135	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#40.478#40.77
136	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#40.77#41.062
137	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#41.062#41.354
138	за	за	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#41.354#41.646
139	бренд	бренд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#41.646#41.938
140	миллиарды	миллиард	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#41.938#42.23
141	долларов	доллар	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#42.23#42.522
142	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#42.522#42.814
143	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#42.814#43.106
144	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#43.106#43.398
145	прошлом	прошлое	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#43.398#43.69
146	Крис	Крис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#43.69#43.982
147	Хемсворт	Хемсворт	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#43.982#44.274
148	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#44.274#44.566
149	Тор	Тор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#44.566#44.858
150	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#44.858#45.15
151	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@sag1984m-words#@sag1984m#45.15#45.442
152	с	с	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#45.442#45.734
153	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@sag1984m-words#@sag1984m#45.734#46.026
154	играла	играть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#46.026#46.318
155	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#46.318#46.61
156	Торе	Тор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#46.61#46.902
157	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#46.902#47.194
158	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#47.194#47.486
159	разрыв	разрыв	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#47.486#47.778
160	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#47.778#48.07
161	черная	черный	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#48.07#48.362
162	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#48.362#48.654
163	все	все	DET	_	Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#48.654#48.946
164	черные	черный	ADJ	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#48.946#49.238
165	придут	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#49.238#49.53
166	ээ	ээ	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#49.53#49.822
167	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
168	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
169	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#50.406#50.698
170	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#50.698#50.99
171	Лиам	Лиам	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#50.99#51.282
172	Нисон	Нисон	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#51.282#51.574
173	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#51.574#51.866
174	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#51.866#52.158
175	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#52.158#52.45
176	кто	кто	PRON	_	Case=Nom	_	_	_	@sag1984m-words#@sag1984m#52.45#52.742
177	такой	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#52.742#53.034
178	Лиам	Лиам	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#53.034#53.326
179	Нисон	Нисон	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#53.326#53.618
180	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#53.618#53.91
181	еще	еще	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#53.91#54.202
182	придут	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#54.202#54.494
183	взрослой	взрослый	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#54.494#54.786
184	аудитории	аудитория	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#54.786#55.078
185	сорок	сорок	NUM	_	Case=Nom	_	_	_	@sag1984m-words#@sag1984m#55.078#55.37
186	плюс	плюс	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#55.37#55.662
187	наша	наш	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#55.662#55.954
188	а	а	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#55.954#56.246
189	ещё	еще	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#56.246#56.538
190	у	у	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#56.538#56.83
191	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@sag1984m-words#@sag1984m#56.83#57.122
192	маленькая	маленький	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#57.122#57.414
193	собачка	собачка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#57.414#57.706
194	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#57.706#57.998
195	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#57.998#58.29
196	животные	животное	NOUN	_	Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#58.29#58.582
197	еще	еще	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#58.582#58.874
198	все	все	DET	_	Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#58.874#59.166
199	дети	ребенок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#59.166#59.458
200	наши	наш	DET	_	Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#59.458#59.75
201	и	и	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#59.75#60.042
202	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#60.042#60.334
203	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#60.334#60.626
204	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#60.626#60.918
205	да	да	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#60.918#61.21
206	чувак	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#61.21#61.502
207	все	все	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#61.502#61.794
208	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#61.794#62.086
209	надо	надо	AUX	_	Aspect=Imp|Mood=Ind|Number=EMPTY|Person=EMPTY|VerbForm=Fin|Voice=Mid	_	_	_	@sag1984m-words#@sag1984m#62.086#62.378
210	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#62.378#62.67
211	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#62.67#62.962
